price
5000.0
7089.55
10820.9
4253.73
6865.67
13805.97
10074.63
9701.49
13059.7
11119.4
4626.87
3507.46
7388.06
8955.22
8208.96
4402.99
6940.3
522.39
4477.61
3358.21
4253.73
10223.88
11194.03
9104.48
3358.21
11567.16
10820.9
11567.16
4850.75
3955.22
8731.34
3805.97
2910.45
8208.96
1865.67
11194.03
3955.22
1567.16
8656.72
11567.16
4253.73
7313.43
6567.16
3731.34
4328.36
4477.61
6194.03
8955.22
2910.45
11119.4
22238.81
34328.36
26865.67
23880.6
4104.48
5373.13
6716.42
7089.55
6119.4
29835.82
10373.13
6716.42
27985.07
35074.63
49253.73
7089.55
29477.61
13805.97
6492.54
21268.66
5895.52
6716.42
11119.4
3955.22
7313.43
5895.52
8208.96
2238.81
7835.82
21641.79
21985.07
7089.55
34328.36
18656.72
5208.96
3731.34
52238.81
8805.97
5149.25
7089.55
4626.87
3507.46
7388.06
8955.22
8208.96
4402.99
6940.3
522.39
4477.61
3358.21
5000.0
7089.55
10820.9
4253.73
6865.67
13805.97
10074.63
9701.49
13059.7
11119.4
8731.34
3805.97
2910.45
8208.96
1865.67
11194.03
3955.22
1567.16
8656.72
11567.16
4253.73
10223.88
11194.03
9104.48
3358.21
11567.16
10820.9
11567.16
4850.75
3955.22
22238.81
34328.36
26865.67
23880.6
4104.48
5373.13
6716.42
7089.55
6119.4
29835.82
10373.13
6716.42
27985.07
35074.63
49253.73
7089.55
29477.61
13805.97
6492.54
21268.66
5895.52
6716.42
11119.4
3955.22
7313.43
5895.52
8208.96
2238.81
7835.82
21641.79
21985.07
7089.55
34328.36
18656.72
5208.96
3731.34
52238.81
8805.97
5149.25
7089.55
4626.87
3507.46
7388.06
8955.22
8208.96
4402.99
6940.3
522.39
4477.61
3358.21
5000.0
7089.55
10820.9
4253.73
6865.67
13805.97
10074.63
9701.49
13059.7
11119.4
8731.34
3805.97
2910.45
8208.96
1865.67
11194.03
3955.22
1567.16
8656.72
11567.16
4253.73
10223.88
11194.03
9104.48
3358.21
11567.16
10820.9
11567.16
4850.75
3955.22
22238.81
34328.36
26865.67
23880.6
4104.48
5373.13
6716.42
7089.55
6119.4
29835.82
10373.13
6716.42
27985.07
35074.63
49253.73
7089.55
29477.61
13805.97
6492.54
21268.66
5895.52
6716.42
11119.4
3955.22
7313.43
5895.52
8208.96
2238.81
7835.82
21641.79
21985.07
7089.55
34328.36
18656.72
5208.96
3731.34
52238.81
8805.97
5149.25
7089.55
